ArtistKey,TotalSongs,NumTrendingSongs,NumFloppingSongs,TrendingPercentage,TrendingFactor,Role,Name_Out
8638bdfc-9bf8-4c16-8f6d-8c225b62e35a,6,0,0,0,0,feat,piotta
09746d9b-4492-4dbe-82ff-eb2ae1777bb4,4,0,0,0,0,feat,papa v
ed7de1ef-e1ee-4985-9b79-76cb48f49269,1,0,0,0,0,feat,o zulù
1a0cda2e-ed72-4761-9e85-92d865dcae43,3,0,0,0,0,feat,shablo
d06863f0-f59f-4aa4-8eb9-12ac06396767,2,0,0,0,0,feat,colle der fomento
d2375228-33c6-47a9-b1ee-6ab10c937bb7,3,0,0,0,0,feat,willie peyote
87d6b8a6-2498-47b4-bd6a-8a715d86e007,5,0,0,0,0,feat,club dogo
c3b079b6-faa0-4fae-85fd-2c91edf9fc89,1,0,0,0,0,feat,alfa
bc8d49f8-a375-48f5-a782-44f5548506f1,7,0,0,0,0,feat,slait
1177b0f3-6b2d-403d-8cfe-20b6e4010785,1,0,0,0,0,feat,bushwaka
2b927401-5400-47d3-95a0-3e370ba4de33,4,0,0,0,0,feat,shade
09425b51-1a39-4c3b-ab1b-c420e473bd3a,6,0,0,0,0,feat,don joe
1215f4fd-baee-46b1-a75c-49ef78360aa8,6,0,0,0,0,feat,babaman
c19080ae-0c17-4bcc-a71c-576d0f76141c,11,0,0,0,0,feat,ghemon
901b7989-bafe-44cf-a3d9-2ca00a122742,30,6,6,0.20000000000000001,0,main,bigmama
ed7de1ef-e1ee-4985-9b79-76cb48f49269,2,1,1,0.5,0,main,o zulù
d5c0bcd5-cd58-4991-8f87-25fb84e5cb10,16,3,3,0.1875,0,main,hell raton
e1c7cfe1-e499-4aa0-bbd7-4b0ee4b0f0c0,29,7,7,0.2413793103448276,0,main,doll kill
375dea29-d83d-48ee-8551-da1fa9916b9d,22,2,2,9.0909090909090912E-2,0,main,yung snapp
6856a998-de4d-4469-ad72-a56c2334d283,77,8,9,0.1038961038961039,-5.8823529411764705E-2,main,99 posse
ccec9052-15f3-4418-b34b-e1d432beb820,69,15,17,0.21739130434782608,-0.0625,main,tormento
c3ae5d76-ee6c-4736-becf-8e3f073348aa,96,9,13,0.09375,-0.18181818181818182,main,ernia
21f6d37e-4042-4b30-a6ce-294b1d5fb126,13,2,3,0.15384615384615385,-0.20000000000000001,main,eva rea
1177b0f3-6b2d-403d-8cfe-20b6e4010785,12,2,3,0.16666666666666666,-0.20000000000000001,main,bushwaka
da977dca-2855-4ca7-85c5-21ee8f742d98,184,7,11,3.8043478260869568E-2,-0.22222222222222221,main,caneda
c3ae5d76-ee6c-4736-becf-8e3f073348aa,25,1,7,4.0000000000000001E-2,-0.75,feat,ernia
320fe7e1-bcc9-40f9-af0f-ca628e8e33f8,3,0,1,0,-1,main,miss simpatia
bb5a6a98-1f9c-4a8b-8573-b1f4641f1cf4,4,0,1,0,-1,main,mistico
